"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SMARCAD1",0.000489033371777198,0.345297531684526,0.355,0.135,1
"RERE",0.000493424165294752,0.579674924623514,0.677,0.387,1
"ATP5F1D",0.00049346820290484,-0.410822361167096,0.065,0.372,1
"ARHGAP24",0.000502359539481547,0.510274095861727,0.419,0.184,1
"MDFIC",0.000502546368651106,0.534531466351706,0.484,0.233,1
"TIAM1",0.000504300544965335,0.447826760549638,0.419,0.192,1
"PIK3C3",0.000504302639027949,0.424791328172286,0.387,0.162,1
"FUT8",0.000505715243918003,0.393103574208798,0.323,0.117,1
"PHF21A",0.000507008102790805,0.443673306309049,0.613,0.328,1
"ATAD1",0.000509842916375716,0.261767070443734,0.419,0.168,1
"BICD1",0.000521975003608708,0.396987008696027,0.387,0.162,1
"XRCC6",0.000522754532920389,-0.409113471798755,0.129,0.444,1
"ITSN2",0.0005231472956945,0.420363346785397,0.871,0.626,1
"SND1",0.000523616580438912,0.410194675940147,0.677,0.425,1
"NCOR1",0.000532109750855953,0.388213077861727,0.871,0.607,1
"WDR83OS",0.000532767890663562,-0.407587617567795,0.032,0.33,1
"ACPP",0.000533030334466589,0.310040266026592,0.323,0.117,1
"NDUFC2",0.000535259992789582,-0.414251347848806,0.032,0.33,1
"TTC17",0.000536388265628952,0.431215934904533,0.742,0.513,1
"INSYN2B",0.000536562678480415,0.274050902565036,0.323,0.114,1
"TPK1",0.000539434016347265,0.662801710323603,0.613,0.406,1
"PRKCB",0.000545716268976437,0.436978383586882,0.968,0.778,1
"KMO",0.000546128993680158,0.308247108031899,0.226,0.063,1
"NDUFA1",0.000547981966923755,-0.415660918103477,0.065,0.369,1
"AC087286.2",0.000551629948114035,0.371015953569481,0.355,0.143,1
"VPS50",0.000559861986988965,0.527561238082237,0.484,0.242,1
"CHD9",0.000560730755671023,0.503419086512956,0.774,0.558,1
"PSAP",0.000571037460605937,-0.472438761917763,0.484,0.816,1
"MMS22L",0.00057984781886185,0.261908393365029,0.29,0.097,1
"ATP5F1B",0.000580428271056683,-0.409071108743125,0.161,0.474,1
"APRT",0.000582714580846087,-0.387409735630165,0.032,0.326,1
"TRMT112",0.000610996171462523,-0.393732096513201,0,0.281,1
"DDT",0.000618281453313553,-0.397533952903872,0.032,0.325,1
"TLR2",0.000632130711302735,0.63495807739829,0.516,0.288,1
"TBCK",0.00064493734738231,0.554229188544317,0.452,0.223,1
"PIP4K2A",0.000645523709700555,0.530726432508691,0.71,0.483,1
"ATP5ME",0.000647476565816252,-0.362061909234724,0,0.277,1
"DOCK11",0.000651356835547803,0.625732455632231,0.613,0.414,1
"DHX36",0.00065140337573806,0.361799454290789,0.484,0.235,1
"ASAP1",0.000652632343160377,0.487679773547542,0.806,0.601,1
"FCGR2A",0.000654926284033302,0.328241548779989,0.452,0.198,1
"SCMH1",0.00065635292033378,0.314551302255962,0.484,0.216,1
"SUB1",0.000657956751175009,-0.424489677478214,0.323,0.658,1
"TRIM44",0.000666243279910505,0.377083353618326,0.516,0.263,1
"BACH1",0.000670220260177131,0.510451021396595,0.774,0.571,1
"CREB5",0.000671699411378913,0.500973731025237,0.548,0.307,1
"GRAMD1B",0.000679529874039914,0.391081576623587,0.323,0.124,1
"USP15",0.000691879731010711,0.479856078152375,0.903,0.845,1
"PDXDC1",0.000715966457283957,0.295637764773181,0.516,0.242,1
"SESN1",0.000740155553571585,0.284290087069874,0.29,0.1,1
"ENO4",0.000752060397443258,0.263982721602888,0.29,0.1,1
"BRK1",0.000753286485649833,-0.376490320822799,0.065,0.36,1
"DAAM1",0.000761554211121712,0.351404282928411,0.29,0.098,1
"PLSCR1",0.000775694978427047,0.575924259643636,0.742,0.62,1
"MRE11",0.000780713989662047,0.360509741813285,0.419,0.189,1
"PCCA",0.000788289101787179,0.426053996010085,0.613,0.347,1
"CYTH1",0.000794485526646917,0.483361434171702,0.71,0.48,1
"CSTA",0.000795420466109187,-0.395851509516826,0.032,0.317,1
"CAMK2D",0.000811998635330934,0.437583244908392,0.613,0.338,1
"USP32",0.000814456758287795,0.481566613743915,0.645,0.377,1
"AC079793.1",0.000818639985627339,0.490874355970143,0.613,0.352,1
"TRIM33",0.000824479562114841,0.314724281050803,0.581,0.296,1
"CAMK1D",0.00083110070482813,0.531382949034646,0.903,0.705,1
"TMEM131L",0.000839418465981975,0.432281408103755,0.581,0.323,1
"WASHC4",0.000854541668584277,0.468878948404956,0.548,0.309,1
"GMFG",0.000868591526617244,-0.416465768914247,0.161,0.461,1
