"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"COMMD6",3.33316713120883e-09,-0.307085285621666,0.019,0.216,0.000101998247382121
"TNFSF8",3.47953884840104e-09,0.289897793445377,0.385,0.193,0.00010647736829992
"MTFR1",3.62778863314493e-09,0.345245356834323,0.417,0.225,0.000111013959962868
"HINT1",3.86630998202067e-09,-0.383301137848318,0.16,0.393,0.000118312951759815
"IPCEF1",4.08972612782048e-09,0.384365425585209,0.506,0.303,0.000125149709237434
"LDLRAD4",4.58033216124994e-09,0.496683593587574,0.795,0.623,0.00014016274446641
"TRIM5",4.68516781717722e-09,0.257824576333749,0.288,0.128,0.00014337082037344
"TGFBR1",4.77495644363695e-09,0.25740563331447,0.205,0.076,0.000146118442131734
"RCOR3",4.90062562773701e-09,0.296938257081138,0.417,0.217,0.00014996404483438
"SLC25A6",5.16197069349181e-09,-0.329674887998733,0.077,0.292,0.000157961465191543
"MBNL2",5.55045566603153e-09,0.404207180538112,0.423,0.235,0.000169849493836231
"FRYL",5.61093186456433e-09,0.376415861717554,0.718,0.51,0.000171700125987533
"MSI2",5.74499854949668e-09,0.362629535870916,0.705,0.501,0.000175802700613148
"UQCRB",6.39250053616287e-09,-0.331999646269336,0.09,0.31,0.00019561690890712
"TNFAIP8",6.65705465906277e-09,0.530387940934474,0.756,0.598,0.00020371252962198
"TOX",6.83946544643801e-09,0.824611576460254,0.622,0.453,0.00020929448212645
"CD3D",6.92076960943418e-09,-0.432057256416627,0.263,0.481,0.000211782470818295
"CCNH",7.25131133184018e-09,0.450509664980921,0.686,0.501,0.000221897378065641
"PRKCH",8.9254874180065e-09,0.33906803540385,0.936,0.867,0.000273128840478417
"DLEU2",1.00357638543044e-08,0.418592760902984,0.564,0.357,0.000307104409705569
"ANKUB1",1.00774941026398e-08,0.284568214869472,0.346,0.171,0.00030838139703488
"MT-ATP8",1.0287151676081e-08,0.462377039640602,0.641,0.459,0.000314797128439755
"CCDC7",1.10229981196683e-08,0.388736617807317,0.615,0.409,0.00033731476545997
"RBMS3",1.11396370725074e-08,0.742314944872533,0.571,0.421,0.000340884034055799
"ATP5F1E",1.16500311429147e-08,-0.376911244105848,0.154,0.372,0.000356502603004334
"TRAPPC8",1.23878936822802e-08,0.344929516661809,0.333,0.163,0.000379081934571455
"IL10RA",1.30775251948137e-08,0.343268275603478,0.551,0.343,0.000400185348486494
"ADAM10",1.33757281886628e-08,0.41150661592911,0.609,0.406,0.000409310658301271
"PDCD10",1.3667710242537e-08,0.258631537134811,0.308,0.144,0.000418245601131875
"BTF3",1.38194022603535e-08,-0.359985382865116,0.167,0.385,0.000422887528569078
"POLK",1.42768178499761e-08,0.262207026662214,0.346,0.168,0.00043688490302712
"CD84",1.50968048920803e-08,0.257147395174309,0.301,0.139,0.000461977326502551
"ABCD2",1.59045639506746e-08,0.358087331623549,0.34,0.171,0.000486695561454593
"PIBF1",1.87650060547833e-08,0.37265328444091,0.596,0.374,0.000574227950282423
"TMEM63A",1.94638166992523e-08,0.272347666159072,0.442,0.244,0.00059561225481382
"DIS3L2",2.22045093425008e-08,0.26335815553215,0.462,0.259,0.000679480190389866
"TRBC1",2.27873198979437e-08,-0.584827169822798,0.231,0.432,0.000697314776196976
"ITGA6",2.29986967655912e-08,0.302705055023281,0.417,0.23,0.000703783119723855
"SLC10A7",2.38311804977514e-08,0.358888849761972,0.314,0.154,0.00072925795441169
"PIKFYVE",2.45333682738975e-08,0.342365213339512,0.391,0.214,0.000750745602549536
"RNASEH2B",2.46126754843081e-08,0.348814287321209,0.455,0.27,0.000753172482495311
"AMMECR1",2.5282966236224e-08,0.314425185647908,0.423,0.234,0.00077368404979469
"COX6A1",2.57237731421241e-08,-0.31306006958734,0.064,0.262,0.00078717318192214
"TRBC2",2.65289529332293e-08,-0.490920631197261,0.256,0.468,0.00081181248870975
"IVNS1ABP",2.67304259753628e-08,0.281819907586981,0.346,0.178,0.000817977765272076
"NCOA2",2.69162631971749e-08,0.375997744678515,0.699,0.504,0.00082366457009675
"EIF3K",2.9328448526772e-08,-0.351036208573823,0.135,0.343,0.000897479853367752
"MYL6",3.07708644113306e-08,-0.383358241493396,0.179,0.397,0.000941619221851129
"RAD50",3.39463530535515e-08,0.315804435314038,0.308,0.149,0.00103879234979173
"CD69",3.47146373058948e-08,-0.44876562024677,0.231,0.439,0.00106230261619769
"MAP3K1",3.4845706863862e-08,0.465684966674594,0.776,0.638,0.00106631347574104
"SLFN12L",3.61728566531146e-08,0.388234492084041,0.628,0.43,0.00110692558644196
"SERF2",3.67221841503855e-08,-0.360256611966344,0.167,0.38,0.00112373555718595
"RUNX2",3.76120291761841e-08,0.366783451040903,0.378,0.207,0.00115096570482041
"PTPRJ",3.76865038201377e-08,0.334024853290164,0.654,0.437,0.00115324470340003
"ZMYND11",3.9452135286131e-08,0.296382770277473,0.314,0.155,0.00120727479189089
"RAP1GDS1",4.21030767738792e-08,0.357650682144636,0.673,0.479,0.00128839625235748
"ICE2",4.27978443483789e-08,0.260167111831816,0.263,0.117,0.00130965683490474
"DDX21",4.33755751659532e-08,-0.376615834490934,0.122,0.329,0.00132733597565333
"ME2",4.57951282535525e-08,0.261527488780947,0.263,0.119,0.00140137671968696
"MIF",4.74063770382328e-08,-0.289104688302541,0.038,0.221,0.00145068254374696
"TDRD3",5.04319091352806e-08,0.383896398096405,0.41,0.231,0.00154326685144872
"IL7R",5.12294099221319e-08,0.413893845128109,0.763,0.6,0.00156767117302716
"HEATR5B",5.15081641871582e-08,0.322677295041513,0.417,0.231,0.00157620133229123
"HSP90AA1",5.20223268611093e-08,-0.416818706967155,0.295,0.496,0.00159193522427681
"TMEM131L",5.26772438582593e-08,0.349280812428617,0.782,0.576,0.00161197633930659
"FOCAD",5.53458980386699e-08,0.329303939374949,0.391,0.213,0.00169363982588134
"GTF2I",5.6363242228822e-08,0.274324359250504,0.468,0.273,0.00172477157544418
"IFNAR2",5.95349624055773e-08,0.334449100995944,0.583,0.385,0.00182182938457307
"PRH1",6.11092185116875e-08,0.330529518605562,0.301,0.149,0.00187000319567615
