"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"676","SF1",2.40624084422894e-19,-0.250378150368915,0.374,0.5,7.36333760742499e-15
"677","HLA-DPB1",3.53476324406968e-19,-0.34040382252732,0.373,0.488,1.08167290031776e-14
"678","HLA-DPA1",5.59918932115858e-19,-0.366022551553864,0.218,0.33,1.71340792416774e-14
"679","SSBP2",6.54117267025504e-19,0.256003788648139,0.552,0.417,2.00166424882474e-14
"680","ADGRB3",7.92820921208339e-19,0.258686127960049,0.108,0.038,2.42611130098964e-14
"681","LINC01619",1.39060957300968e-18,0.280322364332258,0.726,0.647,4.25540435436692e-14
"682","CD14",4.46181109621737e-18,-0.310665141274879,0.213,0.319,1.36535881355348e-13
"683","TYMP",3.47128255451701e-17,-0.332782398988825,0.547,0.615,1.06224717450775e-12
"684","ID2",1.78512680494709e-16,-0.305983803795556,0.23,0.34,5.46266653581859e-12
"685","PDE4D",1.61318678373669e-14,0.5224085537458,0.446,0.372,4.93651287691265e-10
"686","TXNIP",5.93416767358808e-14,-0.293272888582974,0.71,0.776,1.81591464979469e-09
"687","OSBPL8",9.12730563843743e-14,0.250481715646163,0.728,0.67,2.79304679841824e-09
"688","IRF1",1.29397782858833e-13,-0.327986125847844,0.502,0.578,3.95970155326315e-09
"689","EPSTI1",5.31752279979533e-13,0.26522765682682,0.36,0.266,1.62721515196537e-08
"690","CAMKMT",1.14170030638502e-12,0.255891348575752,0.449,0.356,3.49371710756881e-08
"691","HLA-DRB5",3.65501418713871e-12,-0.288694072733564,0.341,0.422,1.11847089140632e-07
"692","TENT5A",7.80594671884999e-12,0.25696922713939,0.389,0.293,2.38869775543529e-07
"693","ALCAM",3.24745762600806e-11,0.285035520444773,0.264,0.183,9.93754508134727e-07
"694","S100A8",5.97846118387976e-11,-0.40820099795639,0.306,0.367,1.82946890687905e-06
"695","LINC00278",8.91312918304037e-11,0.461685963081431,0.452,0.429,2.72750666130218e-06
"696","AHNAK",2.34291496496766e-10,-0.299931269116475,0.723,0.727,7.16955408429753e-06
"697","TNFRSF1B",7.88113690018649e-10,-0.253429195657906,0.556,0.584,2.41170670282607e-05
"698","VIM",8.10997532451833e-10,-0.265173053581356,0.572,0.615,2.48173354905585e-05
