Gene name	Mouse gene name
SIRPG-AS1	
DEFB128	Defb20
LINC01713	
BTBD3-AS1	
IDH3B-DT	
SCP2D1-AS1	
DEFB126	
SEL1L2	
BTBD3	Btbd3
LINC00383	
OR7E23P	
MEDAG	Medag
RNU6-278P	
RPS3P1	
CFAP298-TCP10L	
LINC01047	
COL4A2	Col4a2
PCDHA1	
PCDHA2	
PCDHA3	
PCDHA4	
PCDHA5	
PCDHA6	
PCDHA7	
PCDHA8	
NKX2-4	Nkx2-4
PCDHA9	
RPL7P2	
EIF4E2P1	
PCDHA10	
PCDHA14	
TMEM230	Tmem230
PCDHA11	
PCDHA12	
TCP10L	Tcp10c
TCP10L	Tcp10a
TCP10L	Tcp10b
PCDHA13	
PCDHAC2	
PCDHB1	
PCDHAC1	
PCDHB1-AS1	
PCDHB2	
PCDHB4	
PCDHB5	
SMIM34	
BTG3	Btg3
PCDHB6	
PCDHB17P	
PCDHB7	
PCDHB8	
PCDHB16	
LINC03032	
APOB	
LINC00353	
LINC00382	
PCDHB9	
PCDHB10	
PCDHB11	
LINC01079	
PCDHB12	
PEX12P1	
TDRD15	
PRR20C	
PCDHB13	
SUMO3	Sumo3
PCDHB14	
PCDHB18P	
PCSK2	Pcsk2
PCDHB19P	
LINC00433	
PCDHB15	
PCDHB3	
TCEAL4P1	
GAPDHP69	
NUS1P4	
SLITRK6	Slitrk6
TET1P1	
RPL27AP8	
PCDH9	Pcdh9
MRPL39	Mrpl39
ZNF343	
LINC02958	
LINC00343	
CELF4	Celf4
SAMSN1	Samsn1
PA2G4P2	
NKX2-2-AS1	
CST8	Cst8
ISM1	Ism1
CST5	
RPL7AP13	
PGAM3P	
LINC01752	
SYNDIG1	Syndig1
LINC01432	
RPS11P1	
LINC01751	
XRN2	Xrn2
RN7SL138P	
LINC02978	
RNF135	
DPRXP4	
SMIM11	Smim11
MIR4733HG	
MIR4733	
OMG	
EVI2B	
AK4P1	
SIM2	Sim2
SIRPB3P	
CYCSP35	
NUS1P3	
BETALINC1	
SNRPB2	Snrpb2
ZMYM5	Zmym5
HLCS-IT1	
RNA5SP491	
DPRXP5	
HLCS-AS1	
NALF1-IT1	
LINC00373	
SOX1	Sox1
MRPL20P1	
RIPPLY3	Ripply3
CDYLP1	
PLCL2	
LINC01722	
TEX26	Tex26
MIR3714	
RNU6-696P	Gm56091
RNU6-696P	Gm55408
PLCL2-AS1	
GAPDHP2	
RRP1B	Rrp1b
PCMTD1P7	
CST7	Cst7
NALCN-AS1	
CALM2P4	
MYO16	Myo16
APMAP	Apmap
PDXK	Pdxk
BFSP1	Bfsp1
SLC14A2-AS1	
AKAIN1	Akain1
SLC14A2	Slc14a2
FRG1EP	
PDYN-AS1	
CFTRP2	
GGTLC1	Ggt1
PCDH9-AS1	
RPL35P9	
COL4A1	Col4a1
RALBP1	Ralbp1
POM121L3P	
CST2	
CST12P	
DSTN	Dstn
CFTRP3	
STK35	Stk35
WBP11P1	
DUX4L35	
LINC01597	
SCRT2	Scrt2
ISM1-AS1	
RPS2P6	
NCOA6	Ncoa6
SS18	Ss18
CSTB	Cstb
TMEM97P1	
RRP1	Rrp1
CFTRP1	
DEFB127	Defb22
AATBC	
LINC01723	
MYL6P1	
AGPAT3	Agpat3
SPTLC3	Sptlc3
SLC5A11	
DUX4L32	
HSPE1P1	
GSTM3P1	
FAM182A	
EP400P1	
ARHGAP17	
DDX51	
NOC4L	
LINC02361	
FAT1P1	
FARP1-AS1	
DUX4L33	
GALNT9-AS1	
DEFB115	Defb28
SOX1-OT	
RPL29P29	
GALNT9	
RPL7AP61	
MIR663AHG	
DPPA3P3	
AKR1B1P4	
IRS2	Irs2
LINC00347	
LINC01067	
SPACA7	Spaca7
GYG1P2	
PPIAP24	
RIOK3P1	
LINC00348	
RNU6-859P	Gm23428
RNU6-1150P	Gm22593
TRAPPC10	Trappc10
LINC01070	
STOML3	Stoml3
LINC01043	
ANKRD10	Ankrd10
TPMTP1	
RPS8P3	
LINC00370	
PCDH8P1	
LINC00564	
MIR1245A	
MIR1245B	
MIR3606	
LINC00399	
TTC39C-AS1	
RPL23AP87	
LINC00566	
COL3A1	
LINC01044	
NPM1P1	
SSR1P2	
RPL7L1P1	
NALF1	Nalf1
CST2P1	
CST9LP1	
RPL7P45	
TMEM255B	Tmem255b
RPS27AP2	
JAG1	Jag1
ANKRD12	Ankrd12
LINC00375	
H2AZP1	
PWP2	Pwp2
PCCA	Pcca
C18orf25	8030462N17Rik
SLC23A2	Slc23a2
DYRK1A	Dyrk1a
ZBTB7C-AS1	
SKA1	Ska1
PCP4	
DSCAM	
MIR4760	
DSCAM-AS1	
DSCAM-IT1	
YRDCP3	
CST9L	Cstdc2
CST9L	Cst9
MTCO2P2	
SINHCAFP1	
RPS24P18	
MAP1LC3P	
CIAPIN1P	
BSNDP3	
FAM242B	
DUX4L37	
LINC00676	
LINC00397	
LINC01734	
RPRD1A	Rprd1a
TUBGCP3	Tubgcp3
TASP1	Tasp1
WFDC9	Wfdc9
SOGA1	Soga1
RIT2	Rit2
LINC01728	
LINC02967	
WFDC10A	Wfdc10
PGBD4P2	
LINC00652	
CTAGE1	Mia2
PPP1R16B	Ppp1r16b
HBP1	
POLR3GP2	
HRH4	Hrh4
COG5	
GPR22	
DUS4L	
RBBP8	Rbbp8
NPM1P19	
BCAP29	
DHX35-DT	
DHX35	Dhx35
PRDM15	Prdm15
GRK1	Grk1
RNF113B	
MYO16-AS2	
OBI1	Obi1
LINC02337	
MYO16-AS1	
LINC03061	
ATP5MC1P5	
LINC00443	
SUCLA2-AS1	
TRIM60P13	
CDKN2AIPNLP3	
AZU1P1	
BNIP3P7	
UBL3	Ubl3
MOB1AP1	
LINC00396	
LINC01040	
TIMM8BP1	
MLNR	
TOX2	Tox2
LINC02335	
FLT3	Flt3
LINC01387	
L3MBTL4-AS1	
LINC01416	
TTC39C	Ttc39c
SNORA71B	
KCNK15-AS1	
GAPDHP54	
COL18A1-AS2	
EYA2	Eya2
COL18A1-AS1	
MIR6815	
ADAMTSL3	
COL18A1	
ARGLU1	Arglu1
TUBAP4	
SH3GL3	
RNU6-401P	
RNU6-1339P	
CSPG4P11	
FARP1	Farp1
RN7SL331P	
UBE2Q2P8	
RN7SL417P	
CSPG4P5	
UBE2Q2P11	
UBE2Q2P12	
MAPK4	Mapk4
ZSCAN2	
EGLN1P1	
WDR73	
ATP7BP1	
RNF165	Rnf165
NMB	
UBE2Q2P16	
GOLGA2P7	
DNM1P51	
GOLGA6L5P	
UBE2Q2P1	
LINC00933	
EFL1P1	
RPSAP57	
SCAND2P	
LINC02871	
ZBTB7C-AS2	
WFDC11	Wfdc11
ST8SIA3	St8sia3
RNF152	Rnf152
ELMO2	Elmo2
SNX18P23	
MTCO3P39	
MTND3P22	
CCDC68	Ccdc68
NEK2P2	
RPLP0P11	
TOMM40P2	
CCT8L2	Cct8l1
IGKV2OR22-3	
SMAD2	Smad2
ANKRD62P1-PARP4P3	
ZNF402P	
FABP5P11	
CHEK2P4	
ACTR3BP7	
IGKV1OR22-5	
MIR5692B	
PKNOX1	Pknox1
SLC25A15P5	
LINC01665	
BNIP3P2	
ANKRD62P1	
ZNF72BP	
MED15P7	
FAM216B	Fam216b
NBEAP3	
LINC00460	
FRG1GP	
IGKV3OR22-2	
GRPEL2P1	
IGKV2OR22-4	
PARP4P3	
GPM6BP3	
DUXAP8	
MIR4499	
SNORD102	Gm25091
SNORA27	Gm23202
TCEAL2	
RNY1P1	
RN7SL272P	
MTND1P17	
RNU6-70P	Gm54860
RNU6-63P	Gm55139
NF1P6	
MIR2276	
BEX5	
RNU6-64P	Gm55985
C17orf97	
RNU5A-4P	
RNA5SP26	
RNU6-56P	
RN7SKP1	
TCEAL6	
SNORD116	Snord116l14
SNORD116	Gm22047
SNORD116	Gm25474
SNORD116	Gm23141
SNORD116	Gm22373
SNORD116	Gm25074
SNORD116	Gm24618
SNORD116	Gm22941
SNORD116	Gm25350
SNORD116	Gm22417
SNORD116	Snord116l16
SNORD116	Gm23047
SNORD116	Snord116l13
SNORD116	Snord116l12
SNORD116	Gm25615
SNORD116	Gm26201
SNORD116	Snord116l4
SNORD116	Snord116l8
SNORD116	Gm22631
SNORD116	Gm24760
SNORD116	Gm23619
SNORD116	Snord116l11
SNORD116	Gm22128
SNORD116	Gm26270
SNORD116	Gm24264
SNORD116	Snord116l2
SNORD116	Gm22046
SNORD116	Snord116l5
SNORD116	Gm22131
SNORD116	Gm22285
SNORD116	Snord116l15
SNORD116	Snord116l10
SNORD116	Gm24153
SNORD116	Gm26433
SNORD116	Gm23767
SNORD116	Gm25471
SNORD116	Gm22584
SNORD116	Gm22258
SNORD116	Gm26502
SNORD116	Gm23313
SNORD116	Snord116l1
SNORD116	Gm26246
SNORD116	Snord116l3
SNORD116	Gm24518
SNORD116	Gm26032
SNORD116	Gm23446
SNORD116	Snord116l6
SNORD116	Gm25210
SNORD116	Gm23089
SNORD116	Gm24609
SNORD116	Gm24711
SNORD116	Gm26504
SNORD116	Gm26188
SNORD116	Gm25157
SNORD116	Gm23265
SNORD116	Snord116l17
SNORD116	Gm22776
SNORD116	Gm23953
SNORD116	Gm25597
SNORD116	Snord116l9
SNORD116	Gm25155
SNORD116	Gm26097
SNORD116	Gm22812
SNORD116	Gm23862
SNORD116	Gm25816
SNORD116	Gm22863
SNORD116	Gm22851
SNORD116	Gm26332
SNORD116	Gm26365
SNORD116	Gm25944
SNORD116	Snord116l7
CBS	Cbs
MIR4305	
RFLNB	
RNY4P14	
RNY3P9	
RN7SKP2	
RNA5SP27	
RN7SL700P	
RNU6-60P	Gm23058
RNY3P2	
VPS53	
RN7SL618P	
MIR5007	
RN7SKP6	
RNA5SP30	
RNY4P29	
MIR3169	
RNU7-88P	
IGKV1OR22-1	
RNY3P5	
RN7SL375P	
RNU7-87P	
RN7SL761P	
RNU6-80P	
RNY1P8	
RNU4-10P	
RNU6-66P	
RNU6-79P	Gm26402
RNY3P10	
RN7SL571P	
RNA5SP33	
RNU6-61P	Gm22995
RNU6-54P	Gm24848
RNY3P7	
RNU6-77P	Gm54442
RNY3P3	
RNU6-38P	
MIR4500	
RPS4XP17	
RNU6-67P	
	Snord38a
RN7SKP8	Gm56077
MIR3170	
RN7SL60P	
	Gm55183
RN7SKP10	Gm54555
SNORD31B	Gm23246
RN7SL783P	
MIR1267	
RNA5SP38	
MIR8073	
	Gm23212
NME1P1	
MTND3P1	
MED15	Med15
FTH1P7	
DDX39AP1	
SNORD36	Gm24134
RPL7AP73	
IPMKP1	
RFESDP1	
BASP1P1	
NUS1P2	
HMGA1P6	
RNY3P4	
LINC00362	
RNU6-58P	
TATDN2P3	
SDAD1P4	
RPLP1P13	
SACS-AS1	
LINC00327	
LINC00352	
RAB27B	Rab27b
ITM2B	Itm2b
TXNL1	Txnl1
PPP1R26P1	
PCNPP5	
LINC01427	
LINC01077	
TRIM13	Trim13
CDC27P3	
RIPOR3	Ripor3
MIR766	
NKRF	
MIR3613	
RPL35AP	
KCNRG	Kcnrg
ATG3P1	
SPATA2	Spata2
MRPS5P4	
MIR16-1	
MIR15A	Mir15a
FAM83D	Fam83d
CTIF	Ctif
RPL18P10	
ST13P4	
RPL34P26	
RNA5SP28	
SLC2A10	Slc2a10
RNASEH2B-AS1	
RPS2P7	
LINC03079	
KCNB1	Kcnb1
IGKV5-2	
IGKV7-3	
PGBD4P5	
IGKV2-4	
IGKV1-5	
IGKV1-6	
IGKV3-7	
IGKV1-8	
IGKV1-9	
IGKV2-10	
IGKV3-11	
IGKV1-12	
KCNK15	Kcnk15
IGKV1-13	
IGKV2-14	
IGKV3-15	
IGKV1-16	
IGKV1-17	
CDH22	Cdh22
IGKV2-18	
RNASEH2B	Rnaseh2b
IGKV2-19	
IGKV3-20	
IGKV6-21	
IGKV1-22	
IGKV2-23	
IGKV2-24	
IGKV3-25	
IGKV2-26	
IGKV1-27	
IGKV2-28	
IGKV2-29	
IGKV2-30	
IGKV3-31	
IGKV1-32	
IGKV1-33	
IGKV3-34	
IGKV1-35	
IGKV2-36	
IGKV1-37	
RNF114	Rnf114
IGKV2-38	
IGKV1-39	
LINC01924	
IGKV2-40	
ARIH2P1	
GAREM1	Garem1
KRT18P4	
MRPL51P2	
LINC01754	
EYA2-AS1	
HMGN1P31	
CFAP61-AS1	
CRYAA	Cryaa
DUX4L34	
SLC35C2	Slc35c2
RPL7AP66	
DSEL-AS1	
OR8U1	
ATP6V1E1P2	
OR5AL2P	
OR8U3	
MIR4527HG	
OR5M4P	
U2AF1	U2af1
RPIAP1	
OR5M9	
OR5M3	
FRG1FP	
OR5M2P	
OR5M8	
OR5M7P	
OR5M6P	
OR5M5P	
OR5AL1	
VWFP1	
IGLV3-12	
ZBTB7C	Zbtb7c
IGLV2-11	
OSBP2	Osbp2
KLLN	
CFL1P1	
RN7SL78P	
PTEN	
RPL11P3	
SETD4	Setd4
TP53RK-DT	
LINC01523	
FRG1DP	
LINC01721	
VN1R17P	
ZNF496	
NCOA3	Ncoa3
ZNF496-DT	
VN1R5	
BOD1L2	Bod1
FBXO15	Fbxo15
WDR7-OT1	
SLC25A52	Slc25a51
SEC11C	Sec11c
MTCO1P3	
OR4M2	
MPTX1	
OR10J2P	
OR4N4	
FCER1A	
POTEB	
OR10J7P	
OR10J8P	
OR10J9P	
NIPA1	
OR10J1	
SLC19A1	Slc19a1
CDH7	Cdh7
CYFIP1	
LINC02819	
OR10J4	
OR10J3	
GOLGA6L1	
GOLGA8DP	
GOLGA6L26	
MC3R	Mc3r
GOLGA6L2	
MAGEL2	
NDN	
BPI	Bpi
RNU6-978P	
GOLGA6L6	
POTEB2	
TPGS2	Tpgs2
POTEB3	
COL18A1	Col18a1
OR4M2B	
OR4N4C	
RIPOR3-AS1	
VN1R9P	
H2AZP6	
LINC01522	
LIF-AS1	
PREX1	Prex1
RPL36P17	
MYO18B-AS1	
LINC01422	
OR51P1P	
OR52J2P	
OR52J3	
OR52E2	
OR52S1P	
OR52E3P	
OR52J1P	
OR52A4P	
OR52E1	
OSM	Osm
DRG1	Drg1
GUCY1B2	
PTGIS	Ptgis
ZNRF3-IT1	
HORMAD2	Hormad2
CBLN4	Cbln4
DKKL1P1	
LINC01733	
MC4R	Mc4r
ATP9A	Atp9a
LINC01903	
NCF4	Ncf4
RNA5SP29	
DLEU1	
TMX3	Tmx3
RALY	Raly
RPL5P31	
PRELID3BP2	
MIR5693	
MAP4K1-AS1	
FAM124A	Fam124a
EIF3K	
C1QTNF9B	C1qtnf9
ACTN4	
SPATA13	
IPO7P2	
PCOTH	
MIATNB	
ZAR1L	Zar1l
RNF139	
RNU6-140P	
LGALS4	
TATDN1	
RPL31P9	
IFIT1P1	
LINC-ROR	
N4BP2L1	N4bp2l1
ECH1	
CTBP2P3	
FAM3B	Fam3b
FAM32DP	
CFAP61	Cfap61
LINC01912	
MIR6844	
DHFRP1	
HNRNPL	
BDP1P	
LINC01908	
SFI1	Sfi1
RBM22P1	
CDH20	Cdh20
RINL	
ATP8A2P2	
ARL2BPP3	
SIRT2	
NDE1P2	
SMAD9-IT1	
LAMTOR3P1	
RPL29P28	
EIF4A1P5	
CSNK1A1L	
TMEM272	
CTAGE3P	
RFXAP	Rfxap
NFKBIB	
ADAMTS1	Adamts1
WBP2P1	
TRPC4	Trpc4
MTL3P	
CCER2	
SARS2	
RPL30P14	
LINC01909	
MRPS12	
PTPN2	Ptpn2
ERVK9-11	
FBXO17	
SNAI1	Snai1
LGALS7B	
GAPDHP53	
TRERNA1	
LGALS7	
LINC01524	
MIS18A	Mis18a
MIS18A-AS1	
MRAP-AS1	
MRAP	Mrap
SLC17A9	Slc17a9
HSF1	
LINC01668	
WDR4	Wdr4
DGAT1	
MIR6848	
SCRT1	
TMEM249	
FBXL6	
ADCK5	
PPP1R3D	Ppp1r3d
PFDN4	Pfdn4
CPSF1	
PSMA7	Psma7
MIR939	
MIR1234	
MIR6849	
SLC39A4	
VPS28	
CDH26	Cdh26
SINHCAFP2	
RPS3AP49	
UBA52P9	
SLC52A2	
PHLPP1	Phlpp1
NDUFV3	Ndufv3
RASL11A	Rasl11a
MRPS33P4	
MLLT10P1	
RN7SL288P	
RN7SKP5	Gm54784
ABITRAMP1	
CACNA1I	Cacna1i
LINC00563	
RNU2-6P	
RNU6-68P	
PPP1R2P4	
ENTPD6	Entpd6
OR7E101P	
GABPA	Gabpa
COX17P1	
SQSTM1	
FKBP1AP3	
CPB2	Cpb2
U4	
RUFY1	
CDH19	Cdh19
PRDX2P3	
RUFY1-AS1	
CBY3	
CANX	
LCP1	Lcp1
CLIC6	Clic6
HMGB3P22	
MAML1	
LTC4S	
LINC00683	
PIGP	Pigp
MGAT4B	
CCND3P2	
MIR1229	
LINC02565	
HNRNPA1P7	
MRNIP	
RAC1P1	
SMIM21	
KCNE2	Kcne2
ZNF558	
TPTE	Tpte
KC6	
MBD3L1	
RN7SKP150	
MRNIP-DT	
BOLA3P2	
OR1M4P	
SIAH3	Siah3
TBC1D9B	
MUC16	
LINC01198	
C18orf21	2700062C07Rik
HNRNPH1	
KCTD1	Kctd1
RPS3AP51	
NALCN	Nalcn
TNRC6B	Tnrc6b
SLC39A6	Slc39a6
SYNJ1	Synj1
LINC02145	
MED10	
UBE2QL1	
NRBF2P1	
AIDAP3	
ZBTB14	Zbtb14
CST9LP2	
RBBP8NL	Rbbp8nl
HORMAD2-AS1	
LINC00687	
ISX	Isx
CST3	Cst10
CST3	Cst3
LINC01879	
NPM1P2	
MCAT	Mcat
GALR1	Galr1
RPL12P4	
LINC01440	
LINC01901	
LINC02559	
LIF-AS2	
LINC00555	
MANBAL	
ENTHD1	Enthd1
ZNF521	Zfp521
FRG1BP	
CCDC168	Gm8251
RPL7AP14	
TEX30	Tex30
SRC	
GID8	Gid8
LIF	Lif
CSTP2	
KRT18P23	
GHRH	
CBX7	Cbx7
FAM242A	
RPN2	
BIVM-ERCC5	
PMEPA1	Pmepa1
OR4F4	
LINC02974	
MROH8	
OR4G2P	
OR4G6P	
FAM138E	
MIR1302-10	
PNPLA3	Pnpla3
SCML2P1	
PA2G4P3	
AKR1B10P2	
WASH3P	
RNU6-954P	
NF1P3	
MIR6859-3	
PPP6R2P1	
IMPACT	Impact
DDX11L9	
BIVM	Bivm
FRG2MP	
ANKRD20A18P	
RNA5SP488	
ERLEC1P1	
RBM11	Rbm11
IDH3B	Idh3b
EFCAB6	Efcab6
HSPA13	Hspa13
PCBP2P1	
PSMG1	Psmg1
LINC02856	
GAS6-AS1	
SDHCP1	
CBLN2	Cbln2
GAS6	Gas6
ZNF407-AS1	
GAS6-DT	
LINC01905	
LINC00454	
PHACTR3-AS1	
LINC00452	
BRWD1	Brwd1
LINC01056	
SWINGN	
NUDT15	Nudt15
LINC01429	
MED4	Med4
RARRES2P11	
EIF2S2	Eif2s2
TBC1D22A	Tbc1d22a
ZNF516-DT	
KRT8P5	
LINC01927	
MED4-AS1	
SOX18	Sox18
POLR2KP2	
PSME2P2	
LINC01893	
RB1	Rb1
ACSS1	Acss1
LINC01898	
LINC02582	
LINC01539	
SGCG	Sgcg
RNU6-1118P	
CICP9	
RBM26	Rbm26
ABCD1P2	
PABPC1P12	
SLC9B1P3	
ACTR3BP5	
CHEK2P5	
SEPTIN7P9	
DOK5	Dok5
B4GALT5	B4galt5
EFNB2	Efnb2
MBP	Mbp
HIGD1AP16	
RPL17P1	
ZFP64	Zfp64
DGKH	Dgkh
NCF4-AS1	
ZBED4	Zbed4
CNN2P1	
ANP32BP2	
TIMM9P2	
BRWD1-IT1	
METTL21AP1	
BRWD1-AS1	
CKAP2LP1	
MEF2D	
SALL4	Sall4
RPL3	Rpl3
HMGN1	Hmgn1
IQGAP3	
BMP7	Bmp7
TTC24	
HAPLN2	
BCAN-AS1	
GPATCH4	
SCP2D1	Scp2d1
BHLHE23	Bhlhe23
RPSAP1	
LINC01749	
CDH4	Cdh4
SUCLA2	Sucla2
NDRG3	Ndrg3
GRK3-AS1	
GTSE1	Gtse1
ZNF516	Zfp516
HNRNPA1P11	
CHST9	Chst9
EIF4ENIF1	Eif4enif1
RNF6P1	
KRT18P8	
GET1	
LINC01900	
TWIST2	
OR4K2	
LINC00668	
OR4K5	
PTMAP6	
OR4K1	
LINC01716	
OR4K15	
OR4K14	
LINC01441	
OR4K13	
RPS21	Rps21
OR4L1	
RNA5SP380	
OR4K17	
LMO7-AS1	
OR4N5	
OR11G2	
OR11H6	
OR11H4	
FAM204CP	
RN7SKP9	Gm56256
H2AZP3	
TTC5	
GPR183	Gpr183
EIF4A3P1	
NKILA	
SNORA31B	Gm55776
MTCO2P1	
SNORA31	
RPS2P1	
SNRPFP1	
RCN1P2	
SLC25A30-AS1	
CCNB1IP1	
LINC01718	
ABHD13	Abhd13
TMEM241	Tmem241
TFAP2C	Tfap2c
RNA5SP39	
HCFC2P1	
ESD	Esd
SNORA79B	
SNORD126	
RPPH1	
PARP2	
SS18L1	Ss18l1
BMP7-AS1	
GET1-SH3BGR	
TEP1	
RPL5P35	
NOP56	Nop56
MIR6508	
MYL6P2	
RPS26P4	
MRPS18CP6	
JCADP1	
B3GALT5-AS1	
LINC01643	
HTR2A	Htr2a
HTR2A-AS1	
DIAPH3-AS2	
RNY4P28	
LINC00434	
TARDBPP2	
RNA5SP382	
KLHL33	
RNA5SP31	
EIF4A1P6	
OSGEP	
TDRD3	Tdrd3
DSCAM	Dscam
APEX1	
LINC00229	
PRR5-ARHGAP8	
PIP4P1	
RNU6-71P	
SPART	Spg20
PNP	
RNASE10	
OR4K6P	
OR4K3	
OR4K4P	
OR4K16P	
OR4U1P	
OR4T1P	
PSMB7P1	
GTF2IP22	
OR11G1P	
OR11P1P	
OR11H5P	
OR11H7	
	Gm24454
OR4Q2	
LINC01029	
MIR3197	
RPS4XP3	
BACE2	Bace2
LINC00029	
NFATC2	Nfatc2
PRPF19P1	
SPART-AS1	
ELP2	Elp2
COX5BP7	
PSMC1P13	
SAMM50	Samm50
ATXN8OS	
STK24	Stk24
PLAC4	
BACE2-IT1	
PCSEAT	
LINC00111	
LINC00479	
LINC00112	
RIPK4	Ripk4
MIR6814	
TTC38	Ttc38
ABCG1	Abcg1
PFDN5	
RCBTB2	Rcbtb2
TRMT9B	
MCPH1-AS1	
SYCP2	Sycp2
MIR8055	
AGPAT5	
MYG1	
MIR4659A	
MIR4659B	
GS1-24F4.2	
AAAS	
DEFB1	
DEFA6	
DEFA4	
DEFA8P	
DEFA9P	
DEFA10P	
DEFA1	
DEFA3	
LINC01639	
DEFA5	
VPS51P14	
RPS3AP30	
SNRPCP6	
SNRPCP17	
RPS3AP33	
VPS51P9	
SLC25A17	Slc25a17
ENPP7P12	
DEFB109A	
DEFB108E	
RNA5SP254	
SP7	
OR7E161P	
SUB1P1	
FAM167A-AS1	
RNU6-1084P	
RN7SL293P	
TDH	
RPL19P13	
RPL17P29	
MIR598	
MIR1322	
SLITRK1	Slitrk1
RNA5SP252	
MIR4286	
LINC03022	
ALOX5AP	Alox5ap
RNU6-729P	
PRSS52P	
MSRA	
IFT88	Ift88
MIR124-1HG	
LAMA5	Lama5
MIR124-1	
MIR597	
RNA5SP492	
TFF2	Tff2
TRIOBP	Triobp
PPP1R3B-DT	
TFF1	Tff1
RUBCNL	Rubcnl
TMPRSS3	Tmprss3
IFNL3P1	
IFNL3	
MSRB1P1	
IFNL4P1	
IFNL2	
IFNL1	
LRFN1	
GMFG	
RNU6-526P	
RNU6-1151P	
IFNL4	
RNU7-55P	
MIR4660	
RPL10P19	
RNU6-682P	
RN7SL178P	
LINC02950	
FAM86B3P	
TMTC4	Tmtc4
VPS51P16	
DEFB107A	
DEFB103A	
HSPD1P2	
DEFB4A	
USP17L7	
DEFB109D	
LSM14B	Lsm14b
RPS3AP34	
RPS3AP35	
OR7E8P	
OR7E15P	
OR7E10P	
MIR5692A2	
LONRF1	
MIR3926-1	
CD226	Cd226
MIR3926-2	
LINC03019	
LINC00681	
PHACTR3	Phactr3
RNU6-842P	
DLC1	
SEZ6L-AS1	
DEFB106B	
DEFB104B	
PIK3IP1-DT	
SPAG11B	
LINC00898	
XKR5	
DEFA1B	
DEFA11P	
DEFA7P	
TTLL12	Ttll12
UBASH3A	Ubash3a
OR7E154P	
FAM90A19	
FAM90A7	
FAM90A10	
PRR23D1	
DEFB107B	
DEFB105B	
EPSTI1	Epsti1
DEFB106A	
DEFB104A	
RNF125	Rnf125
SPAG11A	
HSPD1P3	
DEFB4B	
ZNF705G	
PNLIPRP1	
FAM66E	
ARL2BPP1	
USP17L4	
USP17L3	
DEFB109B	
FAM90A20P	
FAM90A3P	
FAM90A23	
PRR5	Prr5
PNLIPRP2	
C10orf82	
TNFRSF19	Tnfrsf19
RPL5P27	
USP17L2	
ZNF705D	
DEFB130A	
DEFB131C	
DEFB131E	
FRG2EP	
DEFB134	
DEFB135	
DEFB136	
TCEA2	Tcea2
PIGN	Pign
CTSB	
COL4A2-AS2	
COL4A2-AS1	
RAB20	Rab20
NAXD-AS1	
CARS2	Cars2
RNU6-1149P	Gm24848
RSPH1	Rsph1
MTFR2P2	
LINC01310	
PIM3	Pim3
SLC37A1	Slc37a1
GTSE1-DT	
DENND6B	Dennd6b
GPRC5C	
FDFT1	
CD300A	
CD300LB	
GATA5	Gata5
CD300C	
NEIL2	
CD300H	
CD300LD	
CD300LD-AS1	
RSPH1-DT	
LBP	Lbp
GATA4	
MIR3168	
RN7SL597P	
KBTBD6	Kbtbd6
CALM2P3	
PDE9A	Pde9a
KBTBD7	Kbtbd7
MORF4L1P4	
CERK	Cerk
BLK	
MTRF1	Mtrf1
FAM217B	Fam217b
FAM167A	
TDH-AS1	
SLC35G5	
MTMR9	
RBL1	Rbl1
LINC00529	
XKR6	
PINX1	
RAC1P3	
NAA16	Naa16
SOX7	
RP1L1	
C8orf74	
PPP6R2	Ppp6r2
PRSS55	
TNKS	
AGGF1P10	
GBA3	
PPP1R3B	
EDN3	Edn3
CDC42P6	
ERI1	
MFHAS1	
CLDN23	
PRAG1	
ALG1L13P	
RNU6-57P	
TUBBP2	
OR7E36P	
OR7E155P	
OR7E37P	
FAM90A9	
RGCC	Rgcc
FAM90A16	
FAM90A14	
RPL7P3	
PIEZO1P1	
LINC02970	
VWA8	Vwa8
ADRM1	Adrm1b
ADRM1	Adrm1
PHF20	Phf20
MIR5006	
RN7SL515P	
RNU6-74P	
KARS1P1	
VWA8-AS1	
RPS28P8	
MAPK6P3	
LINC00456	
SYT8	
RNA5SP37	
PRR14L	Prr14l
RAP2A	Rap2a
PSMA6P4	
TNNI2	
LPAR6	Lpar6
RTL6	Rtl6
LSP1	
PRR34-AS1	
NAXD	Naxd
BNIP3P6	
FAM83F	Fam83f
COX7BP2	
LINC03083	
LLPHP1	
MRPS11P1	
MIR4298	
MIR7847	
PRR33	
ERP29P1	
RPL22P20	
MIR1292	
SNORD110	Snord110
SNORA51	
DUXAP10	
SNORD86	Gm23187
SNORD56	Gm23650
SNORD57	Snord57
TNNT3	
MIR8062	
RN7SKP69	Gm56169
RNU6-27P	
RN7SL547P	
RN7SL607P	
RNU1-131P	
RNA5SP474	
RN7SKP111	
RNU6-1257P	Gm25565
PVALB	Pvalb
RN7SL561P	
RN7SL690P	
RN7SKP140	
KRR1P1	
RNU1-23P	
LINC01072	
RNA5SP528	
TRDJ1	
MIR6870	
GJA3	Gja3
MIR4755	
TRDV2	
SNORA71	Gm24163
SNORA71	Gm24258
SNORA71	Gm24031
SNORA71	Gm25402
SNORA71	Gm25853
SNORA71	Gm25592
RNU4-40P	
RNU6-937P	
PPIAP28	
LINC00556	
TRAJ60	
RNU6-639P	
GJB2	Gjb2
RNA5SP532	
RN7SL116P	Gm22701
RN7SL680P	
